Chromosome,rsID1,rsID2,Position1,Position2,GeneticDistance_cM
4,chr4_37557342,chr4_38235883,37557342,38235883.0,1.4253798129435324
4,chr4_38235883,chr4_38578137,38235883,38578137.0,0.7317948218390811
4,chr4_38578137,chr4_38979682,38578137,38979682.0,0.7085456582144758
4,chr4_38979682,chr4_39129844,38979682,39129844.0,0.26416734178552304
4,chr4_39129844,chr4_39829849,39129844,39829849.0,0.33356400000000264
4,chr4_39829849,chr4_41320231,39829849,41320231.0,2.790884999999996
4,chr4_41320231,chr4_42618822,41320231,42618822.0,1.9733630000000062
4,chr4_42618822,chr4_42751332,42618822,42751332.0,0.1657119999999992
4,chr4_42751332,chr4_43892682,42751332,43892682.0,0.41654531974920417
4,chr4_43892682,chr4_44577166,43892682,44577166.0,0.4784930870304578
4,chr4_44577166,chr4_46027834,44577166,46027834.0,0.5410015932203294
4,chr4_46027834,chr4_46709927,46027834,46709927.0,0.12679748825568993
4,chr4_46709927,chr4_47480558,46709927,47480558.0,0.43945851174431994
4,chr4_47480558,chr4_54243141,47480558,54243141.0,0.9897490567685594
4,chr4_54243141,chr4_54462212,54243141,54462212.0,0.14688986704096862
4,chr4_54462212,chr4_54596795,54462212,54596795.0,0.1245520761904686
4,chr4_54596795,chr4_55096270,54596795,55096270.0,0.6826889552370403
4,chr4_55096270,chr4_55769394,55096270,55769394.0,1.2000130447629545
4,chr4_55769394,chr4_56158891,55769394,56158891.0,0.9984233427331901
4,chr4_56158891,chr4_56519241,56158891,56519241.0,0.09852029913533045
4,chr4_56519241,chr4_58144650,56519241,58144650.0,3.1816903581314904
4,chr4_58144650,chr4_58720485,58144650,58720485.0,0.5845651383125698
4,chr4_58720485,chr4_60006819,58720485,60006819.0,0.6767138347966721
4,chr4_60006819,chr4_60064254,60006819,60064254.0,0.002913141176463796
4,chr4_60064254,chr4_61226168,60064254,61226168.0,0.7727658857142927
4,chr4_61226168,chr4_62032070,61226168,62032070.0,0.8952491396103852
4,chr4_62032070,chr4_62172534,62032070,62172534.0,0.24224490843073454
4,chr4_62172534,chr4_62313287,62172534,62313287.0,0.179317951958879
4,chr4_62313287,chr4_62390461,62313287,62390461.0,0.1344107173433997
4,chr4_62390461,chr4_62610696,62390461,62610696.0,0.08034240496689904
4,chr4_62610696,chr4_63537123,62610696,63537123.0,0.6267572291347818
4,chr4_63537123,chr4_63769930,63537123,63769930.0,0.1596026485549089
4,chr4_63769930,chr4_64668641,63769930,64668641.0,0.782102442622957
4,chr4_64668641,chr4_64796557,64668641,64796557.0,0.01949876746108714
4,chr4_64796557,chr4_65869002,64796557,65869002.0,0.4893877899159662
4,chr4_65869002,chr4_66382876,65869002,66382876.0,0.28541766162065585
4,chr4_66382876,chr4_66513573,66382876,66513573.0,0.06818386016357181
4,chr4_66513573,chr4_66961462,66513573,66961462.0,0.35171847821577273
4,chr4_66961462,chr4_68043486,66961462,68043486.0,0.8761855969403882
4,chr4_68043486,chr4_68243568,68043486,68243568.0,0.24560758200698274
4,chr4_68243568,chr4_68468228,68243568,68468228.0,0.14037582105262914
4,chr4_68468228,chr4_68690277,68468228,68690277.0,0.17259155882352673
4,chr4_68690277,chr4_69610004,68690277,69610004.0,0.3697206843626475
4,chr4_69610004,chr4_69952082,69610004,69952082.0,0.07977695681381647
4,chr4_69952082,chr4_70171938,69952082,70171938.0,0.0438468000000114
4,chr4_70171938,chr4_70765008,70171938,70765008.0,0.42631499999998823
4,chr4_70765008,chr4_71013320,70765008,71013320.0,0.111056841004185
4,chr4_71013320,chr4_71079513,71013320,71079513.0,0.12548337478528993
4,chr4_71079513,chr4_71213394,71079513,71213394.0,0.07780543369506177
4,chr4_71213394,chr4_73492494,71213394,73492494.0,1.972844350515473
4,chr4_73492494,chr4_73552093,73492494,73552093.0,0.007038999999991802
4,chr4_73552093,chr4_73679419,73552093,73679419.0,0.14548021922348653
4,chr4_73679419,chr4_73733122,73679419,73733122.0,0.005282604591243967
4,chr4_73733122,chr4_75370215,73733122,75370215.0,0.8826831761852674
4,chr4_75370215,chr4_75977301,75370215,75977301.0,0.8147530000000103
4,chr4_75977301,chr4_76514614,75977301,76514614.0,0.5028473849693142
4,chr4_76514614,chr4_78250309,76514614,78250309.0,1.878164615030684
4,chr4_78250309,chr4_79518887,78250309,79518887.0,1.4528890884615322
4,chr4_79518887,chr4_79982533,79518887,79982533.0,0.23132691153845997
4,chr4_79982533,chr4_80769324,79982533,80769324.0,0.5273680000000098
4,chr4_80769324,chr4_81545638,80769324,81545638.0,0.7210398821529793
4,chr4_81545638,chr4_82942076,81545638,82942076.0,1.609487150558067
4,chr4_82942076,chr4_83241134,82942076,83241134.0,0.3144459672889468
4,chr4_83241134,chr4_84201479,83241134,84201479.0,1.1813310000000001
4,chr4_84201479,chr4_85273310,84201479,85273310.0,2.187690206896548
4,chr4_85273310,chr4_86116461,85273310,86116461.0,0.4311743511005375
4,chr4_86116461,chr4_86690079,86116461,86690079.0,0.6724204420029167
4,chr4_86690079,chr4_87238031,86690079,87238031.0,0.47449500000000455
4,chr4_87238031,chr4_87955544,87238031,87955544.0,0.13656499999999028
4,chr4_87955544,chr4_88102967,87955544,88102967.0,0.06658400000000597
4,chr4_88102967,chr4_88252573,88102967,88252573.0,0.04986603173530568
4,chr4_88252573,chr4_90100948,88252573,90100948.0,1.88635796826469
4,chr4_90100948,chr4_90573045,90100948,90573045.0,1.0176170985680244
4,chr4_90573045,chr4_90721637,90573045,90721637.0,0.1076769014319865
4,chr4_90721637,chr4_91001043,90721637,91001043.0,0.09744332008085621
4,chr4_91001043,chr4_92266330,91001043,92266330.0,1.0055163875003643
4,chr4_92266330,chr4_92784430,92266330,92784430.0,0.2902318734998488
4,chr4_92784430,chr4_94069057,92784430,94069057.0,0.3456204276180159
4,chr4_94069057,chr4_95307175,94069057,95307175.0,0.908476286623781
4,chr4_95307175,chr4_96168719,95307175,96168719.0,0.8788407046771312
4,chr4_96168719,chr4_96581564,96168719,96581564.0,1.1142229999999955
4,chr4_96581564,chr4_96892392,96581564,96892392.0,0.32765082576162285
4,chr4_96892392,chr4_97422013,96892392,97422013.0,0.20330707697257822
4,chr4_97422013,chr4_97554263,97422013,97554263.0,0.141325097265792
4,chr4_97554263,chr4_97921253,97554263,97921253.0,0.31777700000000664
4,chr4_97921253,chr4_99991642,97921253,99991642.0,1.0948379999999958
4,chr4_99991642,chr4_100062466,99991642,100062466.0,0.011392000000000735
4,chr4_100062466,chr4_100301241,100062466,100301241.0,0.13821000000000083
4,chr4_100301241,chr4_100533913,100301241,100533913.0,0.20682143431874067
4,chr4_100533913,chr4_102509402,100533913,102509402.0,1.5645145656812645
4,chr4_102509402,chr4_103377005,102509402,103377005.0,0.7459019574468044
4,chr4_103377005,chr4_103757641,103377005,103757641.0,0.24848303072664635
4,chr4_103757641,chr4_104274018,103757641,104274018.0,0.10170779951498332
4,chr4_104274018,chr4_104740652,104274018,104740652.0,0.4183178551252098
4,chr4_104740652,chr4_105858508,104740652,105858508.0,0.8895734101035941
4,chr4_105858508,chr4_105938179,105858508,105938179.0,0.06936241144801158
4,chr4_105938179,chr4_106318207,105938179,106318207.0,0.12885857059977468
4,chr4_106318207,chr4_106527165,106318207,106527165.0,0.3455089650349805
4,chr4_106527165,chr4_106765915,106527165,106765915.0,0.05739499999999964
4,chr4_106765915,chr4_108228806,106765915,108228806.0,0.972861431438119
4,chr4_108228806,chr4_108830476,108228806,108830476.0,0.5323237959986926
4,chr4_108830476,chr4_109225926,108830476,109225926.0,0.29482777256318116
4,chr4_109225926,chr4_111211234,109225926,111211234.0,2.241197831228476
4,chr4_111211234,chr4_112246738,111211234,112246738.0,1.4472121687715287
4,chr4_112246738,chr4_112865123,112246738,112865123.0,0.39261375116640806
4,chr4_112865123,chr4_114089743,112865123,114089743.0,1.4252232488335892
4,chr4_114089743,chr4_114164585,114089743,114164585.0,0.08730900000000474
4,chr4_114164585,chr4_115216911,114164585,115216911.0,1.4020061412138034
4,chr4_115216911,chr4_115654365,115216911,115654365.0,0.4092866767440313
4,chr4_115654365,chr4_115727643,115654365,115727643.0,0.17976031420198524
4,chr4_115727643,chr4_115871031,115727643,115871031.0,0.15362086784017492
4,chr4_115871031,chr4_116952614,115871031,116952614.0,0.3297950000000043
4,chr4_116952614,chr4_117301183,116952614,117301183.0,0.24881567781689284
4,chr4_117301183,chr4_117429916,117301183,117429916.0,0.027049322183103186
4,chr4_117429916,chr4_117493204,117429916,117493204.0,0.02260813114754967
4,chr4_117493204,chr4_117616344,117493204,117616344.0,0.1686543376524554
4,chr4_117616344,chr4_117909549,117616344,117909549.0,0.11327891678224944
4,chr4_117909549,chr4_118340506,117909549,118340506.0,0.3562456144177446
4,chr4_118340506,chr4_119624641,118340506,119624641.0,0.6005909999999943
4,chr4_119624641,chr4_119704744,119624641,119704744.0,0.0160850000000039
4,chr4_119704744,chr4_119918448,119704744,119918448.0,0.1712180000000103
4,chr4_119918448,chr4_121296151,119918448,121296151.0,0.6759952179085644
4,chr4_121296151,chr4_121436033,121296151,121436033.0,0.22310108887108981
4,chr4_121436033,chr4_122199104,121436033,122199104.0,0.7884024932203317
4,chr4_122199104,chr4_122617688,122199104,122617688.0,0.49167719999999804
4,chr4_122617688,chr4_125199539,122617688,125199539.0,1.6857302776176937
4,chr4_125199539,chr4_125558866,125199539,125558866.0,0.3634300050856609
4,chr4_125558866,chr4_125775711,125558866,125775711.0,0.15366083946634035
4,chr4_125775711,chr4_126940603,125775711,126940603.0,1.2216948778303163
4,chr4_126940603,chr4_127341052,126940603,127341052.0,0.5996305192581985
4,chr4_127341052,chr4_128150332,127341052,128150332.0,0.28546248074178493
4,chr4_128150332,chr4_128950238,128150332,128950238.0,0.12080386963549472
4,chr4_128950238,chr4_129443161,128950238,129443161.0,0.11161413036452927
4,chr4_129443161,chr4_130940921,129443161,130940921.0,1.6459195564652305
4,chr4_130940921,chr4_131277455,130940921,131277455.0,0.4423589981906275
4,chr4_131277455,chr4_131804615,131277455,131804615.0,0.5082934453441226
4,chr4_131804615,chr4_132456338,131804615,132456338.0,0.184472999999997
4,chr4_132456338,chr4_133042575,132456338,133042575.0,0.3860282367612058
4,chr4_133042575,chr4_133249614,133042575,133249614.0,0.07244152355741562
4,chr4_133249614,chr4_134022957,133249614,134022957.0,0.4949612396814018
4,chr4_134022957,chr4_136072657,134022957,136072657.0,1.6412759999999764
4,chr4_136072657,chr4_136415590,136072657,136415590.0,0.06531499999999824
4,chr4_136415590,chr4_136804680,136415590,136804680.0,0.3069807654867134
4,chr4_136804680,chr4_137494323,136804680,137494323.0,0.4517912345133084
4,chr4_137494323,chr4_138642592,137494323,138642592.0,1.687708999999984
4,chr4_138642592,chr4_140562182,138642592,140562182.0,2.37675991566266
4,chr4_140562182,chr4_143282778,140562182,143282778.0,3.6833442841488306
4,chr4_143282778,chr4_144028568,143282778,144028568.0,0.42265597827071133
4,chr4_144028568,chr4_144706639,144028568,144706639.0,0.32709212287321066
4,chr4_144706639,chr4_149572193,144706639,149572193.0,3.844989140614615
4,chr4_149572193,chr4_150375347,149572193,150375347.0,0.32355627114725394
4,chr4_150375347,chr4_150829872,150375347,150829872.0,0.2932892872827324
4,chr4_150829872,chr4_151035926,150829872,151035926.0,0.24087293536121024
4,chr4_151035926,chr4_152321881,151035926,152321881.0,0.34226070647713414
4,chr4_152321881,chr4_153532240,152321881,153532240.0,0.9666403581616407
4,chr4_153532240,chr4_153970294,153532240,153970294.0,0.9987043612774471
4,chr4_153970294,chr4_154401582,153970294,154401582.0,0.8526807200674682
4,chr4_154401582,chr4_155916134,154401582,155916134.0,2.1202694847708017
4,chr4_155916134,chr4_156054738,155916134,156054738.0,0.4136404338842965
4,chr4_156054738,chr4_156121736,156054738,156121736.0,0.038651168835627914
4,chr4_156121736,chr4_157365984,156121736,157365984.0,1.7414359884008093
4,chr4_157365984,chr4_158687138,157365984,158687138.0,1.0317398427635567
4,chr4_158687138,chr4_158758849,158687138,158758849.0,0.27813000000000443
4,chr4_158758849,chr4_160157642,158758849,160157642.0,0.7621179999999868
4,chr4_160157642,chr4_160233232,160157642,160233232.0,0.025111000000009653
4,chr4_160233232,chr4_160906981,160233232,160906981.0,0.5993190000000084
4,chr4_160906981,chr4_161987951,160906981,161987951.0,0.9048610170939924
4,chr4_161987951,chr4_164216739,161987951,164216739.0,2.595918173146316
4,chr4_164216739,chr4_164645477,164216739,164645477.0,0.5039976128654757
4,chr4_164645477,chr4_164992023,164645477,164992023.0,0.4077819004926937
4,chr4_164992023,chr4_165061164,164992023,165061164.0,0.021019296401505017
4,chr4_165061164,chr4_165122509,165061164,165122509.0,0.01806782033392551
4,chr4_165122509,chr4_165268669,165122509,165268669.0,0.17451102662624862
4,chr4_165268669,chr4_165548634,165268669,165548634.0,0.4518681530398396
4,chr4_165548634,chr4_166574759,165548634,166574759.0,1.358676979933108
4,chr4_166574759,chr4_167322741,166574759,167322741.0,0.8930700829599516
4,chr4_167322741,chr4_167465716,167322741,167465716.0,0.08356393710693055
4,chr4_167465716,chr4_167537183,167465716,167537183.0,0.021110049105885764
4,chr4_167537183,chr4_169404302,167537183,169404302.0,1.7769442550582824
4,chr4_169404302,chr4_170130214,169404302,170130214.0,1.6161393210677488
4,chr4_170130214,chr4_171299485,170130214,171299485.0,0.9533143747680981
4,chr4_171299485,chr4_171634823,171299485,171634823.0,0.2038545689655109
4,chr4_171634823,chr4_172408167,171634823,172408167.0,0.44138776590907014
4,chr4_172408167,chr4_172542643,172408167,172542643.0,0.05275222254837786
4,chr4_172542643,chr4_174834295,172542643,174834295.0,2.519787921963143
4,chr4_174834295,chr4_175264703,174834295,175264703.0,0.9515666181216886
4,chr4_175264703,chr4_175480636,175264703,175480636.0,0.22169865715886772
4,chr4_175480636,chr4_175622590,175480636,175622590.0,0.24424840796308445
4,chr4_175622590,chr4_175832662,175622590,175832662.0,0.22232983737023915
4,chr4_175832662,chr4_177227998,175832662,177227998.0,1.9116483523131649
4,chr4_177227998,chr4_177857218,177227998,177857218.0,1.064845508544181
4,chr4_177857218,chr4_177998168,177857218,177998168.0,0.36425713914266566
4,chr4_177998168,chr4_178426044,177998168,178426044.0,1.0590720513023086
4,chr4_178426044,chr4_179369002,178426044,179369002.0,1.0067312542926743
4,chr4_179369002,chr4_180932666,179369002,180932666.0,2.596484621900828
4,chr4_180932666,chr4_181945567,180932666,181945567.0,2.3057996958808076
4,chr4_181945567,chr4_182068097,181945567,182068097.0,0.29223137662339127
4,chr4_182068097,chr4_182311061,182068097,182311061.0,0.6507159999999885
4,chr4_182311061,chr4_182369214,182311061,182369214.0,0.09399199999998586
4,chr4_182369214,chr4_183737933,182369214,183737933.0,3.525549696633135
4,chr4_183737933,chr4_183928174,183737933,183928174.0,0.7660440438326077
4,chr4_183928174,chr4_184974235,183928174,184974235.0,2.919488259534262
4,chr4_184974235,chr4_185424511,184974235,185424511.0,1.2422308831615112
4,chr4_185424511,chr4_185811189,185424511,185811189.0,0.9123021168385037
4,chr4_185811189,chr4_185981730,185811189,185981730.0,0.5675049999999828
4,chr4_185981730,chr4_186658780,185981730,186658780.0,1.9838598557013256
4,chr4_186658780,chr4_187413194,186658780,187413194.0,2.18666347653118
4,chr4_187413194,chr4_188529342,187413194,188529342.0,2.559483667767495
4,chr4_188529342,chr4_188800733,188529342,188800733.0,0.35005599999999504
4,chr4_188800733,chr4_188863191,188800733,188863191.0,0.19280783208463959
4,chr4_188863191,chr4_189251165,188863191,189251165.0,1.1547290007229378
4,chr4_189251165,chr4_189897845,189251165,189897845.0,1.3127711671924374
4,chr4_189897845,chr4_190402838,189897845,190402838.0,0.930562470637426
4,chr4_190402838,chr4_190526823,190402838,190526823.0,0.3795394384534916
5,chr5_304462,,304462,,-1.0
5,chr5_304462,chr5_1066739,304462,1066739.0,0.7991920922745057
5,chr5_1066739,chr5_1652224,1066739,1652224.0,1.590197789013251
5,chr5_1652224,chr5_3539652,1652224,3539652.0,6.145759442965779
5,chr5_3539652,chr5_6567922,3539652,6567922.0,7.830920223588846
5,chr5_6567922,chr5_7242819,6567922,7242819.0,1.1733430021164821
5,chr5_7242819,chr5_8195096,7242819,8195096.0,1.5035326013974775
5,chr5_8195096,chr5_8535527,8195096,8535527.0,0.6174763441679119
5,chr5_8535527,chr5_10002720,8535527,10002720.0,2.9040164861302564
5,chr5_10002720,chr5_10067486,10002720,10067486.0,0.3152951529502275
5,chr5_10067486,chr5_11822748,10067486,11822748.0,3.8096448661327145
5,chr5_11822748,chr5_12472314,11822748,12472314.0,0.3329212553342664
5,chr5_12472314,chr5_12824619,12472314,12824619.0,0.1219656106556215
5,chr5_12824619,chr5_13926197,12824619,13926197.0,1.036577556291629
5,chr5_13926197,chr5_14390577,13926197,14390577.0,0.6305033150276707
5,chr5_14390577,chr5_14520036,14390577,14520036.0,0.10696462496658654
5,chr5_14520036,chr5_16021557,14520036,16021557.0,1.6365483549966058
5,chr5_16021557,chr5_16981743,16021557,16981743.0,2.126446740202752
5,chr5_16981743,chr5_17382703,16981743,17382703.0,0.6755118660409494
5,chr5_17382703,chr5_18142966,17382703,18142966.0,1.1892440000000022
5,chr5_18142966,chr5_19001898,18142966,19001898.0,0.8947050000000019
5,chr5_19001898,chr5_19072329,19001898,19072329.0,0.047243397174256074
5,chr5_19072329,chr5_19143429,19072329,19143429.0,0.016462546776530473
5,chr5_19143429,chr5_19302090,19143429,19302090.0,0.03992205604921395
5,chr5_19302090,chr5_20800122,19302090,20800122.0,1.0236272769503572
5,chr5_20800122,chr5_21861582,20800122,21861582.0,0.6776307100028234
5,chr5_21861582,chr5_23098416,21861582,23098416.0,0.7229764551884372
5,chr5_23098416,chr5_24554171,23098416,24554171.0,1.4047263858682086
5,chr5_24554171,chr5_24884404,24554171,24884404.0,0.7177991719901726
5,chr5_24884404,chr5_25631478,24884404,25631478.0,0.3563757504045313
5,chr5_25631478,chr5_26368149,25631478,26368149.0,0.8435874557810337
5,chr5_26368149,chr5_26622364,26368149,26622364.0,0.2331376470725175
5,chr5_26622364,chr5_27955741,26622364,27955741.0,1.1837788953691302
5,chr5_27955741,chr5_28093125,27955741,28093125.0,0.2340442513727865
5,chr5_28093125,chr5_28507234,28093125,28507234.0,0.34096588141025563
5,chr5_28507234,chr5_29334117,28507234,29334117.0,0.3869921593310508
5,chr5_29334117,chr5_30825689,29334117,30825689.0,1.1952661313811888
5,chr5_30825689,chr5_33108686,30825689,33108686.0,5.311921366682448
5,chr5_33108686,chr5_33596224,33108686,33596224.0,0.6090744611950569
5,chr5_33596224,chr5_34570537,33596224,34570537.0,1.5352446270238502
5,chr5_34570537,chr5_35129621,34570537,35129621.0,1.134585252154423
5,chr5_35129621,chr5_36201336,35129621,36201336.0,0.7462721208217289
5,chr5_36201336,chr5_36555055,36201336,36555055.0,0.6576147007672617
5,chr5_36555055,chr5_36781051,36555055,36781051.0,0.4629952992327375
5,chr5_36781051,chr5_37800221,36781051,37800221.0,0.14400476923076866
5,chr5_37800221,chr5_39118413,37800221,39118413.0,2.922239230769229
5,chr5_39118413,chr5_39456098,39118413,39456098.0,0.44377192857142944
5,chr5_39456098,chr5_40247047,39456098,40247047.0,0.3448866355833573
5,chr5_40247047,chr5_40951368,40247047,40951368.0,0.30691577134480497
5,chr5_40951368,chr5_41148125,40951368,41148125.0,0.15445797558870566
5,chr5_41148125,chr5_41825798,41148125,41825798.0,0.30265368891170397
5,chr5_41825798,chr5_41988664,41825798,41988664.0,0.009931000000001688
5,chr5_41988664,chr5_43718220,41988664,43718220.0,0.4525625887120128
5,chr5_43718220,chr5_43952084,43718220,43952084.0,0.040040690153965386
5,chr5_43952084,chr5_45538384,43952084,45538384.0,0.2945017211340186
5,chr5_45538384,chr5_49687465,45538384,49687465.0,0.028854441780822526
5,chr5_49687465,chr5_50075654,49687465,50075654.0,0.04627455821918147
5,chr5_50075654,chr5_50216352,50075654,50216352.0,0.0908290428893892
5,chr5_50216352,chr5_51123251,50216352,51123251.0,0.2404677685340033
5,chr5_51123251,chr5_51518141,51123251,51518141.0,0.1767734569779833
5,chr5_51518141,chr5_52062052,51518141,52062052.0,0.2744765469186632
5,chr5_52062052,chr5_53635364,52062052,53635364.0,1.5055876010402542
5,chr5_53635364,chr5_53704541,53635364,53704541.0,0.26432423019875273
5,chr5_53704541,chr5_53914809,53704541,53914809.0,0.28760130603094325
5,chr5_53914809,chr5_54190247,53914809,54190247.0,0.4872146734143996
5,chr5_54190247,chr5_54931106,54190247,54931106.0,0.5508483739956063
5,chr5_54931106,chr5_55079518,54931106,55079518.0,0.026577159446588894
5,chr5_55079518,chr5_55579789,55079518,55579789.0,0.8472328405534171
5,chr5_55579789,chr5_56074451,55579789,56074451.0,0.9856037034980574
5,chr5_56074451,chr5_56664596,56074451,56664596.0,0.6096420390916535
5,chr5_56664596,chr5_60308836,56664596,60308836.0,2.807183257410287
5,chr5_60308836,chr5_61385606,60308836,61385606.0,0.808086000000003
5,chr5_61385606,chr5_61782110,61385606,61782110.0,0.08205180273181156
5,chr5_61782110,chr5_62552497,61782110,62552497.0,0.49421820325621013
5,chr5_62552497,chr5_62694441,62552497,62694441.0,0.05595499401196946
5,chr5_62694441,chr5_63036898,62694441,63036898.0,0.11691600000000335
5,chr5_63036898,chr5_63783781,63036898,63783781.0,0.2661669999999958
5,chr5_63783781,chr5_64902292,63783781,64902292.0,0.549042
5,chr5_64902292,chr5_65065028,64902292,65065028.0,0.036619000000001733
5,chr5_65065028,chr5_65662467,65065028,65662467.0,0.7031900000000064
5,chr5_65662467,chr5_66161010,65662467,66161010.0,0.50291693175852
5,chr5_66161010,chr5_66737802,66161010,66737802.0,1.189629068241473
5,chr5_66737802,chr5_66962521,66737802,66962521.0,0.17875361576901128
5,chr5_66962521,chr5_71387306,66962521,71387306.0,4.498536384230988
5,chr5_71387306,chr5_73092269,71387306,73092269.0,1.8316420000000022
5,chr5_73092269,chr5_73303169,73092269,73303169.0,0.5084580000000045
5,chr5_73303169,chr5_74904326,73303169,74904326.0,2.3873999999999995
5,chr5_74904326,chr5_75720649,74904326,75720649.0,1.1946860000000044
5,chr5_75720649,chr5_75940274,75720649,75940274.0,0.8113346976744253
5,chr5_75940274,chr5_76372709,75940274,76372709.0,0.6678745513288362
5,chr5_76372709,chr5_77931536,76372709,77931536.0,2.00602333190011
5,chr5_77931536,chr5_78828196,77931536,78828196.0,1.5158807922447721
5,chr5_78828196,chr5_79619755,78828196,79619755.0,1.6469011895461563
5,chr5_79619755,chr5_80500967,79619755,80500967.0,0.85828899828131
5,chr5_80500967,chr5_80575775,80500967,80575775.0,0.03903406834656664
5,chr5_80575775,chr5_80723693,80575775,80723693.0,0.31663540779972266
5,chr5_80723693,chr5_82001631,80723693,82001631.0,0.8460781156898349
5,chr5_82001631,chr5_82361374,82001631,82361374.0,0.9489556747744672
5,chr5_82361374,chr5_82508576,82361374,82508576.0,0.02410674516205802
5,chr5_82508576,chr5_82831359,82508576,82831359.0,0.4052574272517404
5,chr5_82831359,chr5_83199000,82831359,83199000.0,0.5890736315596286
5,chr5_83199000,chr5_83982004,83199000,83982004.0,0.9319803684403638
5,chr5_83982004,chr5_84885351,83982004,84885351.0,0.6831503450549548
5,chr5_84885351,chr5_85228018,84885351,85228018.0,0.09974765494504823
5,chr5_85228018,chr5_86803812,85228018,86803812.0,0.7926197044673557
5,chr5_86803812,chr5_87290221,86803812,87290221.0,0.20592237319786477
5,chr5_87290221,chr5_87368073,87290221,87368073.0,0.016201099510453787
5,chr5_87368073,chr5_88924503,87368073,88924503.0,0.7380025506360397
5,chr5_88924503,chr5_90835224,88924503,90835224.0,1.3517982721882902
5,chr5_90835224,chr5_91064360,90835224,91064360.0,0.040630999999990536
5,chr5_91064360,chr5_94006802,91064360,94006802.0,1.5479963885917982
5,chr5_94006802,chr5_95877665,94006802,95877665.0,1.752032611408211
5,chr5_95877665,chr5_96393085,95877665,96393085.0,0.4854491683804554
5,chr5_96393085,chr5_96464878,96393085,96464878.0,0.016158831619534908
5,chr5_96464878,chr5_96733853,96464878,96733853.0,0.3182660317195456
5,chr5_96733853,chr5_97015988,96733853,97015988.0,0.19420764736740637
5,chr5_97015988,chr5_98676531,97015988,98676531.0,1.0371200477444091
5,chr5_98676531,chr5_100575164,98676531,100575164.0,0.6341896591476939
5,chr5_100575164,chr5_101128989,100575164,101128989.0,0.2812846659638524
5,chr5_101128989,chr5_103924699,101128989,103924699.0,1.7763839480571022
5,chr5_103924699,chr5_105921679,103924699,105921679.0,1.101618000000002
5,chr5_105921679,chr5_106935614,105921679,106935614.0,1.400082999999995
5,chr5_106935614,chr5_108060101,106935614,108060101.0,0.9731528786867045
5,chr5_108060101,chr5_108531305,108060101,108531305.0,0.20523453668752722
5,chr5_108531305,chr5_109253683,108531305,109253683.0,0.6563185846257653
5,chr5_109253683,chr5_111227702,109253683,111227702.0,1.833545614219119
5,chr5_111227702,chr5_112016025,111227702,112016025.0,0.7655036518477232
5,chr5_112016025,chr5_113496557,112016025,113496557.0,1.1289132121055871
5,chr5_113496557,chr5_113558335,113496557,113558335.0,0.012677521827569649
5,chr5_113558335,chr5_113622874,113558335,113622874.0,0.08439970190896418
5,chr5_113622874,chr5_114249837,113622874,114249837.0,0.2760497588248967
5,chr5_114249837,chr5_114419303,114249837,114419303.0,0.02860216225218437
5,chr5_114419303,chr5_115082586,114419303,115082586.0,0.8479019278773592
5,chr5_115082586,chr5_115639978,115082586,115639978.0,0.647058449136594
5,chr5_115639978,chr5_116126220,115639978,116126220.0,1.146193000000011
5,chr5_116126220,chr5_118853360,116126220,118853360.0,2.976722938435927
5,chr5_118853360,chr5_120592185,118853360,120592185.0,1.3315773200975656
5,chr5_120592185,chr5_121074025,120592185,121074025.0,0.5454320788549865
5,chr5_121074025,chr5_121391483,121074025,121391483.0,0.2538941740121601
5,chr5_121391483,chr5_122238387,121391483,122238387.0,0.9782875285375212
5,chr5_122238387,chr5_122882380,122238387,122882380.0,0.5476329600618328
5,chr5_122882380,chr5_123024520,122882380,123024520.0,0.028219279704373434
5,chr5_123024520,chr5_125585574,123024520,125585574.0,3.714096720295629
5,chr5_125585574,chr5_126133293,125585574,126133293.0,1.2647660000000087
5,chr5_126133293,chr5_127057148,126133293,127057148.0,0.7272914566210034
5,chr5_127057148,chr5_127601136,127057148,127601136.0,0.2255953727496376
5,chr5_127601136,chr5_128198263,127601136,128198263.0,0.24678517062935157
5,chr5_128198263,chr5_128268601,128198263,128268601.0,0.03209699999999316
5,chr5_128268601,chr5_128395927,128268601,128395927.0,0.061587000000002945
5,chr5_128395927,chr5_129174140,128395927,129174140.0,0.6478820000000098
5,chr5_129174140,chr5_129248302,129174140,129248302.0,0.006927271070594543
5,chr5_129248302,chr5_129618633,129248302,129618633.0,0.13733008917785128
5,chr5_129618633,chr5_131187826,129618633,131187826.0,0.15312681174958698
5,chr5_131187826,chr5_131783213,131187826,131783213.0,0.15916282800196768
5,chr5_131783213,chr5_132401730,131783213,132401730.0,0.38336171172591094
5,chr5_132401730,chr5_133531028,132401730,133531028.0,2.244388883241612
5,chr5_133531028,chr5_134689300,133531028,134689300.0,1.1315424050324623
5,chr5_134689300,chr5_134833869,134689300,134833869.0,0.18516500000001201
5,chr5_134833869,chr5_136420127,134833869,136420127.0,1.4368599469143817
5,chr5_136420127,chr5_139147683,136420127,139147683.0,1.229616053085607
5,chr5_139147683,chr5_140992235,139147683,140992235.0,1.053861000000012
5,chr5_140992235,chr5_142203207,140992235,142203207.0,2.9252539999999954
5,chr5_142203207,chr5_142877286,142203207,142877286.0,1.2006120000000067
5,chr5_142877286,chr5_143919661,142877286,143919661.0,0.9012029999999811
5,chr5_143919661,chr5_144114347,143919661,144114347.0,0.04150544490337893
